name,base_price,type,vendor
Banking Starter 41,49.00,SaaS,Software Vala
Banking Starter 51,1999.00,Desktop,Software Vala
Banking Starter 89,0.00,SaaS,Software Vala
Banking Suite 134,0.00,Desktop,Software Vala
Banking for .NET 82,4999.00,Mobile,Software Vala
Banking for Node.js 125,1499.00,SaaS,Software Vala
Banking for Python 328,299.00,SaaS,Software Vala
Booking 360 19,1499.00,Hybrid,Software Vala
Booking 360 241,299.00,Desktop,Software Vala
Booking Analytics 286,299.00,Hybrid,Software Vala
Booking Automation 134,1999.00,Desktop,Software Vala
Booking Central 153,1499.00,Offline,Software Vala
Booking Central 414,29.00,SaaS,Software Vala
Booking Cloud 351,99.00,Desktop,Software Vala
Booking Hub 229,999.00,Desktop,Software Vala
Booking Hub 388,4999.00,Desktop,Software Vala
Booking Hub 389,799.00,SaaS,Software Vala
Booking Intelligence 35,99.00,Offline,Software Vala
Booking Intelligence 62,99.00,Desktop,Software Vala
Booking Manager 181,149.00,SaaS,Software Vala
Booking Master 338,99.00,Hybrid,Software Vala
Booking Master 82,1499.00,SaaS,Software Vala
Booking Online 285,999.00,Hybrid,Software Vala
Booking Open Source 176,799.00,Mobile,Software Vala
Booking Open Source 407,79.00,Offline,Software Vala
Booking Plus 239,1499.00,Hybrid,Software Vala
Booking Plus 353,49.00,Hybrid,Software Vala
Booking Plus 393,49.00,SaaS,Software Vala
Booking Pro 43,99.00,Mobile,Software Vala
Booking Pro 50,99.00,Hybrid,Software Vala
Booking Starter 367,299.00,Desktop,Software Vala
Booking Suite 206,999.00,Hybrid,Software Vala
Cab 360 162,199.00,SaaS,Software Vala
Cab 360 236,2999.00,Hybrid,Software Vala
Cab 360 359,29.00,SaaS,Software Vala
Cab Analytics 10,599.00,Mobile,Software Vala
Cab Analytics 234,399.00,SaaS,Software Vala
Cab Analytics 258,4999.00,Hybrid,Software Vala
Cab Analytics 268,399.00,Hybrid,Software Vala
Cab Analytics 380,79.00,SaaS,Software Vala
Cab Automation 21,2999.00,SaaS,Software Vala
Cab Automation 33,599.00,Hybrid,Software Vala
Cab Automation 335,0.00,Offline,Software Vala
Cab Basic 121,799.00,Desktop,Software Vala
Cab Basic 196,149.00,SaaS,Software Vala
Cab Basic 93,799.00,Hybrid,Software Vala
Cab Central 47,499.00,Mobile,Software Vala
Cab Enterprise 109,599.00,Hybrid,Software Vala
Cab Enterprise 156,1499.00,Hybrid,Software Vala
Cab Enterprise 355,799.00,Hybrid,Software Vala
Cab Expert 270,4999.00,SaaS,Software Vala
Cab Hub 24,999.00,Mobile,Software Vala
Cab Hub 293,2999.00,Desktop,Software Vala
Cab Intelligence 279,99.00,Hybrid,Software Vala
Cab Intelligence 41,2999.00,Hybrid,Software Vala
Cab Intelligence 57,999.00,SaaS,Software Vala
Cab Manager 187,99.00,Offline,Software Vala
Cab Master 371,799.00,Desktop,Software Vala
Cab Master 59,2999.00,Hybrid,Software Vala
Cab Online 100,1999.00,Offline,Software Vala
Cab Online 260,1999.00,Mobile,Software Vala
Cab Online 291,4999.00,Hybrid,Software Vala
Cab Open Source 75,79.00,Desktop,Software Vala
Cab Plus 159,299.00,Desktop,Software Vala
Cab Plus 401,999.00,Mobile,Software Vala
Cab Premium 193,399.00,Hybrid,Software Vala
Cab Pro 300,79.00,Mobile,Software Vala
Cab Starter 144,299.00,Desktop,Software Vala
Cab Starter 232,99.00,SaaS,Software Vala
Cab Suite 136,4999.00,Desktop,Software Vala
Cab Suite 83,499.00,Hybrid,Software Vala
Cab for Android 39,0.00,Desktop,Software Vala
Cafe 360 75,99.00,SaaS,Software Vala
Cafe Analytics 241,799.00,Mobile,Software Vala
Cafe Automation 275,2999.00,SaaS,Software Vala
Cafe Automation 351,1999.00,Desktop,Software Vala
Cafe Automation 405,1499.00,SaaS,Software Vala
Cafe Basic 16,79.00,SaaS,Software Vala
Cafe Basic 393,399.00,Hybrid,Software Vala
Cafe Central 125,49.00,Desktop,Software Vala
Cafe Central 344,599.00,Mobile,Software Vala
Cafe Cloud 128,799.00,SaaS,Software Vala
Cafe Cloud 138,499.00,Offline,Software Vala
Cafe Cloud 236,99.00,Hybrid,Software Vala
Cafe Cloud 328,1999.00,Mobile,Software Vala
Cafe Enterprise 262,29.00,Mobile,Software Vala
Cafe Expert 245,149.00,Mobile,Software Vala
Cafe Hub 114,199.00,Hybrid,Software Vala
Cafe Hub 298,1499.00,Desktop,Software Vala
Cafe Intelligence 187,599.00,Offline,Software Vala
Cafe Intelligence 332,499.00,Desktop,Software Vala
Cafe Manager 26,999.00,Mobile,Software Vala
Cafe Manager 307,599.00,SaaS,Software Vala
Cafe Master 105,99.00,Offline,Software Vala
Cafe Master 253,79.00,Offline,Software Vala
Cafe Master 387,799.00,Hybrid,Software Vala
Cafe Master 50,29.00,Mobile,Software Vala
Cafe Online 295,799.00,Hybrid,Software Vala
Cafe Plus 34,99.00,Offline,Software Vala
Cafe Premium 67,1499.00,Desktop,Software Vala
Cafe Pro 247,0.00,Desktop,Software Vala
Cafe Pro 364,99.00,Offline,Software Vala
Cafe Starter 160,799.00,Mobile,Software Vala
Cafe Starter 352,1499.00,SaaS,Software Vala
Cafe Starter 396,0.00,Offline,Software Vala
Cafe Starter 406,499.00,Hybrid,Software Vala
Cafe for Java 43,49.00,SaaS,Software Vala
Cafe for Node.js 233,1999.00,Hybrid,Software Vala
Cafe for PHP 86,99.00,Hybrid,Software Vala
Cafe for WordPress 229,149.00,Desktop,Software Vala
Cafe for WordPress 237,4999.00,Desktop,Software Vala
Car Analytics 24,299.00,Desktop,Software Vala
Car Analytics 324,79.00,Desktop,Software Vala
Car Analytics 6,29.00,Hybrid,Software Vala
Car Automation 291,79.00,Mobile,Software Vala
Car Automation 336,49.00,Mobile,Software Vala
Car Basic 100,999.00,Mobile,Software Vala
Car Basic 141,2999.00,Offline,Software Vala
Car Basic 151,1999.00,Offline,Software Vala
Car Basic 278,2999.00,SaaS,Software Vala
Car Central 114,999.00,Desktop,Software Vala
Car Central 132,0.00,Hybrid,Software Vala
Car Central 412,999.00,SaaS,Software Vala
Car Cloud 382,49.00,Desktop,Software Vala
Car Enterprise 171,299.00,Mobile,Software Vala
Car Enterprise 211,199.00,Mobile,Software Vala
Car Enterprise 219,2999.00,SaaS,Software Vala
Car Enterprise 220,0.00,Desktop,Software Vala
Car Enterprise 246,149.00,SaaS,Software Vala
Car Enterprise 396,99.00,Hybrid,Software Vala
Car Enterprise 73,2999.00,Desktop,Software Vala
Car Expert 206,1999.00,Desktop,Software Vala
Car Expert 325,199.00,Mobile,Software Vala
Car Expert 344,1999.00,SaaS,Software Vala
Car Expert 78,149.00,SaaS,Software Vala
Car Hub 292,29.00,Mobile,Software Vala
Car Hub 392,1499.00,Mobile,Software Vala
Car Hub 8,999.00,Offline,Software Vala
Car Intelligence 162,99.00,Mobile,Software Vala
Car Intelligence 319,499.00,Desktop,Software Vala
Car Intelligence 80,1499.00,SaaS,Software Vala
Car Manager 233,299.00,Mobile,Software Vala
Car Manager 342,4999.00,Desktop,Software Vala
Car Manager 57,799.00,Hybrid,Software Vala
Car Master 174,299.00,SaaS,Software Vala
Car Master 204,1999.00,Hybrid,Software Vala
Car Master 318,2999.00,Desktop,Software Vala
Car Master 367,4999.00,Mobile,Software Vala
Car Master 85,299.00,Desktop,Software Vala
Car Online 152,99.00,SaaS,Software Vala
Car Online 270,599.00,Desktop,Software Vala
Car Online 357,499.00,Desktop,Software Vala
Car Online 92,999.00,Desktop,Software Vala
Car Open Source 271,79.00,Hybrid,Software Vala
Car Plus 144,399.00,Mobile,Software Vala
Car Plus 186,799.00,Mobile,Software Vala
Car Plus 191,79.00,Desktop,Software Vala
Car Plus 285,29.00,Desktop,Software Vala
Car Premium 15,4999.00,Mobile,Software Vala
Car Premium 230,79.00,Mobile,Software Vala
Car Premium 293,999.00,Offline,Software Vala
Car Pro 146,149.00,Hybrid,Software Vala
Car Pro 193,499.00,SaaS,Software Vala
Car Pro 321,2999.00,Desktop,Software Vala
Car Starter 112,49.00,Offline,Software Vala
Car Starter 122,1499.00,Offline,Software Vala
Car Starter 154,999.00,Desktop,Software Vala
Car Starter 160,599.00,SaaS,Software Vala
Car Starter 371,999.00,Hybrid,Software Vala
Car Starter 387,299.00,Hybrid,Software Vala
Car Starter 394,1499.00,Offline,Software Vala
Car Suite 165,1499.00,Offline,Software Vala
Car Suite 50,2999.00,Desktop,Software Vala
Car for Java 303,29.00,Hybrid,Software Vala
Car for Java 329,199.00,Offline,Software Vala
Car for Node.js 346,99.00,Hybrid,Software Vala
Car for PHP 44,1999.00,SaaS,Software Vala
Car for Python 328,799.00,SaaS,Software Vala
Car for WordPress 83,799.00,Desktop,Software Vala
Car for iOS 149,999.00,Mobile,Software Vala
Car for iOS 334,499.00,Hybrid,Software Vala
Clinic 360 197,4999.00,Mobile,Software Vala
Clinic 360 205,99.00,Desktop,Software Vala
Clinic 360 236,399.00,Offline,Software Vala
Clinic 360 303,1499.00,Mobile,Software Vala
Clinic Analytics 367,1499.00,Mobile,Software Vala
Clinic Automation 206,2999.00,Hybrid,Software Vala
Clinic Automation 293,1999.00,SaaS,Software Vala
Clinic Basic 306,79.00,Offline,Software Vala
Clinic Cloud 242,199.00,Hybrid,Software Vala
Clinic Cloud 283,4999.00,Hybrid,Software Vala
Clinic Cloud 34,799.00,Mobile,Software Vala
Clinic Cloud 67,149.00,Mobile,Software Vala
Clinic Cloud 98,499.00,Offline,Software Vala
Clinic Enterprise 182,1999.00,Desktop,Software Vala
Clinic Expert 129,2999.00,Mobile,Software Vala
Clinic Hub 147,1499.00,Mobile,Software Vala
Clinic Hub 256,1999.00,Mobile,Software Vala
Clinic Hub 300,4999.00,Mobile,Software Vala
Clinic Hub 95,149.00,Mobile,Software Vala
Clinic Master 279,799.00,Mobile,Software Vala
Clinic Master 380,79.00,Hybrid,Software Vala
Clinic Open Source 208,299.00,Mobile,Software Vala
Clinic Plus 225,2999.00,Desktop,Software Vala
Clinic Plus 93,79.00,Hybrid,Software Vala
Clinic Plus 96,1499.00,SaaS,Software Vala
Clinic Premium 351,599.00,Offline,Software Vala
Clinic Pro 111,399.00,Hybrid,Software Vala
Clinic Pro 121,1999.00,Offline,Software Vala
Clinic Pro 196,79.00,Hybrid,Software Vala
Clinic Suite 274,199.00,Mobile,Software Vala
Clinic Suite 36,149.00,Desktop,Software Vala
Clinic for Java 167,0.00,Mobile,Software Vala
Clinic for JavaScript 368,4999.00,Offline,Software Vala
Clinic for WordPress 54,0.00,SaaS,Software Vala
Cloud 360 350,199.00,Desktop,Software Vala
Cloud 360 391,599.00,SaaS,Software Vala
Cloud 360 403,1499.00,SaaS,Software Vala
Cloud Automation 214,2999.00,Hybrid,Software Vala
Cloud Automation 89,49.00,Hybrid,Software Vala
Cloud Basic 104,1499.00,Mobile,Software Vala
Cloud Central 389,1499.00,Desktop,Software Vala
Cloud Cloud 172,399.00,Desktop,Software Vala
Cloud Cloud 47,399.00,Mobile,Software Vala
Cloud Expert 130,199.00,SaaS,Software Vala
Cloud Expert 255,399.00,Desktop,Software Vala
Cloud Hub 414,4999.00,Mobile,Software Vala
Cloud Intelligence 280,4999.00,Offline,Software Vala
Cloud Intelligence 318,149.00,Mobile,Software Vala
Cloud Manager 116,4999.00,Offline,Software Vala
Cloud Manager 209,99.00,Hybrid,Software Vala
Cloud Manager 371,999.00,SaaS,Software Vala
Cloud Manager 412,499.00,Desktop,Software Vala
Cloud Master 313,299.00,Offline,Software Vala
Cloud Master 330,4999.00,Hybrid,Software Vala
Cloud Online 244,149.00,Hybrid,Software Vala
Cloud Online 248,399.00,Hybrid,Software Vala
Cloud Online 33,299.00,Mobile,Software Vala
Cloud Online 410,79.00,SaaS,Software Vala
Cloud Online 44,599.00,Offline,Software Vala
Cloud Open Source 373,2999.00,Offline,Software Vala
Cloud Open Source 78,599.00,Offline,Software Vala
Cloud Plus 151,999.00,Hybrid,Software Vala
Cloud Plus 42,599.00,Hybrid,Software Vala
Cloud Plus 64,399.00,Hybrid,Software Vala
Cloud Premium 225,799.00,Hybrid,Software Vala
Cloud Pro 12,0.00,SaaS,Software Vala
Cloud Pro 336,799.00,Desktop,Software Vala
Cloud Pro 349,499.00,Offline,Software Vala
Cloud Pro 375,1499.00,Desktop,Software Vala
Cloud Suite 257,149.00,Hybrid,Software Vala
Coaching 360 157,399.00,Desktop,Software Vala
Coaching 360 231,79.00,Hybrid,Software Vala
Coaching 360 296,4999.00,Desktop,Software Vala
Coaching 360 330,299.00,Hybrid,Software Vala
Coaching 360 370,4999.00,Desktop,Software Vala
Coaching Analytics 35,599.00,Hybrid,Software Vala
Coaching Analytics 354,399.00,Hybrid,Software Vala
Coaching Analytics 379,49.00,Hybrid,Software Vala
Coaching Central 318,499.00,Desktop,Software Vala
Coaching Cloud 137,999.00,Desktop,Software Vala
Coaching Cloud 25,1499.00,Mobile,Software Vala
Coaching Enterprise 62,799.00,Desktop,Software Vala
Coaching Expert 304,399.00,Mobile,Software Vala
Coaching Expert 374,999.00,SaaS,Software Vala
Coaching Intelligence 30,399.00,Hybrid,Software Vala
Coaching Intelligence 327,99.00,Offline,Software Vala
Coaching Intelligence 89,49.00,Hybrid,Software Vala
Coaching Manager 15,999.00,SaaS,Software Vala
Coaching Manager 249,99.00,SaaS,Software Vala
Coaching Manager 362,149.00,Mobile,Software Vala
Coaching Online 312,2999.00,SaaS,Software Vala
Coaching Online 44,79.00,Desktop,Software Vala
Coaching Open Source 118,79.00,Offline,Software Vala
Coaching Open Source 305,199.00,Desktop,Software Vala
Coaching Premium 256,1999.00,Hybrid,Software Vala
Coaching Premium 303,999.00,Mobile,Software Vala
Coaching Pro 142,99.00,SaaS,Software Vala
Coaching Pro 248,49.00,SaaS,Software Vala
Coaching Pro 277,99.00,Mobile,Software Vala
Coaching Pro 333,599.00,Mobile,Software Vala
Coaching Starter 389,999.00,Mobile,Software Vala
Coaching for iOS 220,199.00,Desktop,Software Vala
Complete Accounting 30,599.00,Offline,Software Vala
Complete Agent 163,299.00,SaaS,Software Vala
Complete Asset 238,999.00,SaaS,Software Vala
Complete Asset 376,29.00,Offline,Software Vala
Complete Attendance 76,199.00,Mobile,Software Vala
Complete Auto 384,399.00,Hybrid,Software Vala
Complete Auto 389,399.00,Mobile,Software Vala
Complete Auto 79,799.00,Offline,Software Vala
Complete Bakery 184,999.00,SaaS,Software Vala
Complete Bakery 196,2999.00,Mobile,Software Vala
Complete Bakery 269,999.00,Mobile,Software Vala
Complete Bakery 316,149.00,SaaS,Software Vala
Complete Banking 265,499.00,SaaS,Software Vala
Complete Banking 300,399.00,Desktop,Software Vala
Complete Banking 341,399.00,Offline,Software Vala
Complete Banking 73,1999.00,Desktop,Software Vala
Complete Booking 382,799.00,Hybrid,Software Vala
Complete Cab 84,49.00,SaaS,Software Vala
Complete Cafe 205,149.00,Desktop,Software Vala
Complete Cafe 290,599.00,Mobile,Software Vala
Complete Cafe 68,4999.00,Hybrid,Software Vala
Complete Cafe 69,499.00,Offline,Software Vala
Complete Car 248,2999.00,SaaS,Software Vala
Complete Cloud 286,149.00,SaaS,Software Vala
Complete Coaching 169,99.00,SaaS,Software Vala
Complete Coaching 307,149.00,SaaS,Software Vala
Complete Construction 251,799.00,Mobile,Software Vala
Complete Construction 390,599.00,Mobile,Software Vala
Complete Contact 22,799.00,SaaS,Software Vala
Complete Contact 224,0.00,Desktop,Software Vala
Complete Contact 364,4999.00,Mobile,Software Vala
Complete Container 135,149.00,Mobile,Software Vala
Complete Container 184,49.00,Desktop,Software Vala
Complete Container 277,2999.00,Desktop,Software Vala
Complete Container 297,49.00,Mobile,Software Vala
Complete Container 300,999.00,SaaS,Software Vala
Complete Customer 11,599.00,Mobile,Software Vala
Complete Dental 75,499.00,Mobile,Software Vala
Complete E-commerce 110,79.00,SaaS,Software Vala
Complete Electronics 125,0.00,Hybrid,Software Vala
Complete Electronics 276,299.00,Offline,Software Vala
Complete Electronics 353,799.00,Hybrid,Software Vala
Complete Event 123,29.00,Offline,Software Vala
Complete Exam 109,149.00,Mobile,Software Vala
Complete Exam 344,2999.00,Desktop,Software Vala
Complete Expense 179,79.00,Hybrid,Software Vala
Complete Factory 264,0.00,SaaS,Software Vala
Complete Factory 365,2999.00,Desktop,Software Vala
Complete Fashion 129,499.00,Hybrid,Software Vala
Complete Fashion 416,49.00,Offline,Software Vala
Complete Fleet 302,399.00,Mobile,Software Vala
Complete Fleet 32,799.00,Offline,Software Vala
Complete Fleet 72,1499.00,Offline,Software Vala
Complete Freight 168,2999.00,Desktop,Software Vala
Complete Garage 121,1499.00,Desktop,Software Vala
Complete Grocery 96,799.00,Mobile,Software Vala
Complete HRMS 282,2999.00,Hybrid,Software Vala
Complete HRMS 357,1499.00,Offline,Software Vala
Complete HRMS 81,1499.00,SaaS,Software Vala
Complete Hospital 149,0.00,Mobile,Software Vala
Complete Hospital 317,499.00,Mobile,Software Vala
Complete Hospital 340,99.00,SaaS,Software Vala
Complete Hospital 411,99.00,Mobile,Software Vala
Complete Hotel 366,1999.00,Mobile,Software Vala
Complete Housing 153,4999.00,Offline,Software Vala
Complete Inventory 213,79.00,SaaS,Software Vala
Complete Inventory 296,99.00,Mobile,Software Vala
Complete Investment 104,1499.00,SaaS,Software Vala
Complete Invoice 133,99.00,Offline,Software Vala
Complete Lab 218,999.00,Mobile,Software Vala
Complete Lab 409,99.00,Desktop,Software Vala
Complete Land 56,599.00,Mobile,Software Vala
Complete Lead 153,49.00,Hybrid,Software Vala
Complete Lead 52,799.00,Offline,Software Vala
Complete Library 162,199.00,SaaS,Software Vala
Complete Library 202,999.00,Desktop,Software Vala
Complete Library 217,499.00,SaaS,Software Vala
Complete Load 130,399.00,Hybrid,Software Vala
Complete Load 273,79.00,Hybrid,Software Vala
Complete MRP 202,799.00,Mobile,Software Vala
Complete Medical 46,599.00,Hybrid,Software Vala
Complete Multi-vendor 179,79.00,Desktop,Software Vala
Complete Multi-vendor 37,4999.00,Hybrid,Software Vala
Complete Patient 51,599.00,Desktop,Software Vala
Complete Payroll 114,1999.00,Mobile,Software Vala
Complete Payroll 388,1999.00,Desktop,Software Vala
Complete Payroll 96,99.00,Offline,Software Vala
Complete Performance 30,599.00,Mobile,Software Vala
Complete Pharmacy 135,4999.00,Desktop,Software Vala
Complete Pharmacy 178,799.00,SaaS,Software Vala
Complete Pharmacy 203,999.00,SaaS,Software Vala
Complete Pharmacy 342,499.00,Desktop,Software Vala
Complete Pipeline 301,299.00,Mobile,Software Vala
Complete Pipeline 317,299.00,Mobile,Software Vala
Complete Pipeline 411,0.00,Hybrid,Software Vala
Complete Production 354,99.00,Desktop,Software Vala
Complete Property 210,399.00,SaaS,Software Vala
Complete Property 307,29.00,Hybrid,Software Vala
Complete Property 99,599.00,Offline,Software Vala
Complete Quality 203,1499.00,SaaS,Software Vala
Complete Quality 287,399.00,Offline,Software Vala
Complete Recruitment 247,1999.00,SaaS,Software Vala
Complete Recruitment 296,999.00,Offline,Software Vala
Complete Recruitment 326,1999.00,Desktop,Software Vala
Complete Rental 141,599.00,Offline,Software Vala
Complete Rental 185,1499.00,Offline,Software Vala
Complete Rental 406,499.00,Hybrid,Software Vala
Complete Rental 64,399.00,Offline,Software Vala
Complete Resort 170,1999.00,SaaS,Software Vala
Complete Resort 202,1499.00,Hybrid,Software Vala
Complete Resort 316,2999.00,SaaS,Software Vala
Complete Resort 329,79.00,Mobile,Software Vala
Complete Restaurant 242,599.00,Hybrid,Software Vala
Complete Route 110,499.00,Desktop,Software Vala
Complete Sales 222,49.00,Mobile,Software Vala
Complete Sales 259,29.00,SaaS,Software Vala
Complete Sales 270,1999.00,Offline,Software Vala
Complete School 310,399.00,Offline,Software Vala
Complete Service 229,799.00,Mobile,Software Vala
Complete Service 9,999.00,Desktop,Software Vala
